Parent Account Id,Translated Account,TP Account ID,Field Subregion,Field Sub Segment
04f8c4b7-9abf-445c-adee-d318cdb57404,Telekom Slovenije d.d.,1103958.0,Adriatics,Major - Commercial Other
1e1bf768-3e21-4345-9e36-a4c587b64a83,Invent Analytics,43288758.0,Turkey,Major - Commercial Other
b53b6e6d-f741-465a-8ec3-57bfb42412e5,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
a14ca85c-bbf2-4640-9f76-a919a45d5ea8,G O I - HOSPITALS,1364124.0,Israel,Major - Government Other
2ff37605-e2eb-48e2-81c2-d9cab23991a9,G O I - BANK OF ISRAEL,1549419.0,Israel,Major - Government Other
af6b1801-a8ba-ee11-a569-000d3a179817,PARAM,110023819.0,Turkey,Major - Commercial Other
50b1ddbc-e256-4810-999a-58686f587b0d,Yapi Kredi Bank Inc.,1108266.0,Turkey,Major - Commercial Other
dfce0806-d8bf-4fed-8c60-4c161e1e33a3,KUPAT HOLIM LEUMIT,2046415.0,Israel,Major - Government Other
2d06ff03-7c51-4431-a7ce-b23d50f20f93,FIGOPARA,69218594.0,Turkey,Major - Commercial Other
2cff8851-bd25-4390-ae99-36e870f3d0d9,IPBC,31312020.0,Israel,Major - Government Other
be7b3fee-b2dd-4b18-8889-0e1ae6a0673a,LIBERYUM DANISMANLIK BILGI TEK. TIC. A.S.,30484300.0,Turkey,Major - Commercial Other
5c0a3adb-dc41-492f-ba9b-899e9d770ac8,Javno Preduzece Elektroprivreda Srbije,7213880.0,Adriatics,Major - Commercial Other
140393e3-a31b-42f2-8782-53bfaec6d3d0,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
7e2dd6db-fe3f-4a64-b23d-2dfd0795d3dc,HP-Hrvatska Mail DD,10475546.0,Adriatics,Major - Government Other
0dc5ecc3-1663-4606-90dd-2a3928ba7225,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
f8cb5568-101c-42c9-b9a6-8ec0705f8c15,TSIMENTA TITAN,977647.0,Greece/Cyprus/Malta,Major - Commercial Other
0fb71eb3-5485-446e-83e1-6ca3bf515475,Telekom Srbija a.d.,6377032.0,Adriatics,Major - Commercial Other
30e8ff6f-1b20-4ee4-91cf-f6d2bf000710,KRKA D.D.,4653187.0,Adriatics,Major - Commercial Other
5f4a7a8a-d5d0-4959-8369-6703aa16bfbb,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
bcfb0539-ec4f-4d3c-935c-ffdb8e87151b,MEKOROTH WATER CO LTD,939605.0,Israel,Major - Government Other
61a2e1bd-cad8-4390-86c2-3de1d0790e4e,Zagreb Holding,2651477.0,Adriatics,Major - Government Other
9bc31b21-3043-452e-8838-f836f7357d6d,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
addb2ad4-1c3f-4ecc-b81c-7694408cdede,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
dd961072-d339-474f-8406-5af434b449d4,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
7b15ba66-76db-495b-9e78-a284ac0cccb4,PETROL D.D.,1105620.0,Adriatics,Major - Commercial Other
d64b85ce-a54f-451d-8485-d0a4c305b994,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
cd0a6bbb-f651-4422-a99c-23cab5ada9d4,G O I - HOSPITALS,1364124.0,Israel,Major - Government Other
cec0b8b7-d394-46e3-a39a-aca4b27ceffe,"SIJ - SLOVENSKA INDUSTRIJA JEKLA, D.D.",11892267.0,Adriatics,Major - Commercial Other
e9487b37-e5e5-41d0-9535-fef22bbd8cc0,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
60e6180f-7449-41a3-bba3-84fd404670c7,G O I - HOSPITALS,1364124.0,Israel,Major - Government Other
95f8f5ee-19b4-471f-955c-d3f275c8d066,HCAP,77958420.0,Greece/Cyprus/Malta,Major - Government Other
7606e671-a7ba-ee11-a569-000d3a4f872f,MİDAS,79907132.0,Turkey,Major - Commercial Other
66fe8ac2-f8db-48e6-8341-f4738aa9cbad,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
b4ff663b-8c21-40dd-9a97-9ff7e0196bb9,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
a433a000-d02b-46c1-a423-113ff0a0c38f,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
ee1c4884-79e6-489c-8a94-71c070574140,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
2158a7a0-75ac-424e-81ee-a0117da6a91c,Javno preduzece Posta Srbije,10472817.0,Adriatics,Major - Government Other
b5260087-5d88-460c-869f-46440d09c78d,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
010b8a3c-4c74-4786-9380-f00ee0689054,Turkey Business Bank Inc.,1394073.0,Turkey,Major - Commercial Other
a40c922f-2bad-4a33-adaf-42da1645ed48,MOD,815071.0,Israel,Strategic - Public Sector
f46fae39-7166-e711-8111-5065f38b81a1,MINISTRY OF DIGITAL POLICY,5572428.0,Greece/Cyprus/Malta,Major - Government Other
e60fb3c4-4508-46fd-8a9a-1fdb897f507c,Malta Information Technology Agency (MITA),1609094.0,Greece/Cyprus/Malta,Major - Government Other
1e2d43a7-6061-4faf-bad7-9d607dec2375,Nuvei Consulting Services (Israel) LTD,7690043.0,Israel,Major - Commercial Other
258c502c-d6fc-4e5e-95b5-3baf095ba821,Ministarstvo znanosti obrazovanja i sporta,3501426.0,Adriatics,Major - Education
2e265d1e-36c0-41b0-8bd2-5450cb4a9be3,Mail of Slovenia D.O.O.,1076296.0,Adriatics,Major - Government Other
8a3f081b-a003-ee11-8f6e-000d3a1b93d6,YPOURGEIO YGEIAS,25311261.0,Greece/Cyprus/Malta,Major - Government Other
9c03f139-7875-4f6e-a064-ec40194bb31c,Univerza v Mariboru,1455565.0,Adriatics,Major - Education
63287e62-3605-4cd0-80e8-cbb9a540bb2a,Nuvei Consulting Services (Israel) LTD,7690043.0,Israel,Major - Commercial Other
34d4cb53-d811-4d7e-81d7-9777b4e88b36,Univerza v Ljubljani,1096397.0,Adriatics,Major - Education
71a704c0-55b1-e611-80e4-c4346bdc7121,MINISTRY OF DIGITAL POLICY,5572428.0,Greece/Cyprus/Malta,Major - Government Other
9731ebef-89bb-48fa-89cd-3fd1f5f538d1,Ministry of Education and Science,1069594.0,Adriatics,Major - Education
14adbee7-d536-4f5d-a090-23c06e66a0c3,Ministry of Education and Science,1069594.0,Adriatics,Major - Education
a3d17f15-fdee-426c-9dd5-51d5a8790ecf,Ministarstvo znanosti obrazovanja i sporta,3501426.0,Adriatics,Major - Education
3abcec3d-ca61-445f-b84e-48767447b6fd,"Ministry of Education, Science and Sport",1086112.0,Adriatics,Major - Education
fa722779-538f-40f3-8f11-74c81633bf8f,Toloka d.o.o. Beograd,102999133.0,Adriatics,Major - Commercial Other
23e31a44-6eea-4b79-9eb3-ad99f57622fe,Zavarovalnica Triglav d.d,1086091.0,Adriatics,Major - Commercial Other
f71da9a2-8e62-47d7-839c-5dff5d41e128,PaySafe Bulgaria EOOD,13558452.0,Adriatics,Major - Commercial Other
096ca70d-f2e2-4f71-9d4f-3dba98a91fb3,Vlada Republike Slovenije,10755727.0,Adriatics,Major - Government Other
16a828ca-0188-4e37-9394-d54604460920,UNITED GROUP,51220909.0,Adriatics,Major - Commercial Other
aa7b17c6-6676-4e0a-b865-864eeb1c4242,VLADA REPUBLIKE HRVATSKE,49815854.0,Adriatics,Major - Government Other
98cd6b6f-9f03-ee11-8f6e-000d3a1b9638,VISPERA BILGI TEKNOLOJILERI SAN. IC VE DIS TIC. A.S.,61096933.0,Turkey,Major - Commercial Other
f5f3b992-9a56-48da-8c42-dc779fa20182,Vlada na Republika Makedonija,9021751.0,Adriatics,Major - Government Other
feca1aa2-ebba-42e1-ba30-6d7622581f39,Viva Payment Services S.A,31750206.0,Greece/Cyprus/Malta,Major - Commercial Other
9a97c0ae-2011-437b-8325-d7c691a51485,"T.C. Ministry of Food, Agriculture and livestock",1621216.0,Turkey,Major - Government Other
7fbba89b-d40f-4d48-9838-e3c68854efe6,VLADA REPUBLIKE HRVATSKE,49815854.0,Adriatics,Major - Government Other
6f9182fe-c611-4bd5-86ad-f2d72f67d511,Council of Ministers/the Council of Ministers of Bosnia and Herzegovina,5661242.0,Adriatics,Major - Government Other
f1ce352a-17dc-4609-a694-361ea80b8e18,T.C. Ministry of Customs and Trade,3678310.0,Turkey,Major - Government Other
82565557-5215-46e9-91bb-7c1bac405cf8,Viva Payment Services S.A,31750206.0,Greece/Cyprus/Malta,Major - Commercial Other
94f1b3fc-e8d8-46c6-87f7-3e4cf2028090,Vlada Republike Slovenije,10755727.0,Adriatics,Major - Government Other
